Player ID,PlayerName,ELONOWR,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,TotalSongs,WIN,LOSE,TIE,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,ELO
482,25,62.45,0.208,0.226,0.0,0.4,0.397,2.3,3.1,140.8,32,40,2,10,21,34,2,62.45
488,kinjacky,65.74,0.219,0.264,0.0,0.667,0.39,2.0,1.333,114.667,7,7,1,3,7,7,1,65.74
489,zomg,57.45,0.191,0.168,0.0,1.2,0.408,3.5,1.1,136.5,163,175,9,10,31,23,3,57.45
493,chiabobo,36.77,0.123,0.047,0.0,2.0,0.327,0.0,0.0,149.0,2,4,0,1,2,4,0,36.77
494,potatoedtoast,55.97,0.187,0.121,0.0,1.625,0.444,2.0,2.0,138.0,18,28,2,8,18,28,2,55.97
495,AppuruPai,60.97,0.203,0.161,0.0,0.2,0.451,2.6,1.0,123.8,12,17,1,5,12,17,1,60.97
496,lotte_616,45.04,0.15,0.077,0.0,3.5,0.379,1.5,0.5,129.5,6,6,0,2,6,6,0,45.04
497,afwcal,44.09,0.147,0.088,0.0,2.0,0.357,0.0,2.0,136.0,2,3,0,1,2,3,0,44.09
505,MaikaSasaki,68.98,0.23,0.289,0.0,0.5,0.396,5.0,2.0,139.5,6,5,1,2,6,5,1,68.98
508,McAlbertHabolea,37.2,0.124,0.045,0.0,2.0,0.333,0.0,0.0,134.0,3,3,0,1,3,3,0,37.2
510,AkechiAnna,66.8,0.223,0.203,0.001,0.0,0.465,7.0,6.0,172.0,4,2,0,1,4,2,0,66.8
511,nekko_khayal,58.68,0.196,0.192,0.0,1.2,0.394,2.4,1.7,146.5,84,86,10,10,19,36,4,58.68
517,superzinc,34.17,0.114,0.034,0.0,2.0,0.314,0.0,1.0,149.0,2,4,0,1,2,4,0,34.17
518,kombofuud,46.0,0.153,0.106,0.0,1.0,0.357,2.0,0.0,132.0,4,2,0,1,4,2,0,46.0
523,seanpk,65.69,0.219,0.164,0.0,0.0,0.497,5.0,2.0,128.0,2,4,0,1,2,4,0,65.69
